school,city,county,applied,admitted,attended,tot_enrolled,grade_12,is_charter,pct_free_reduced,dist_to_ucb_miles
UNIVERSITY PREP ACADEMY,San Jose,Santa Clara,53,7,4,713,104,Y,0.213183731,45.304602167756485
UNIVERSITY PREP VALUE HS,Los Angeles,Los Angeles,23,4,NA,484,105,Y,0.820247934,345.43452776119057
UNIVERSITY PREPARATORY,Victorville,San Bernardino,37,6,4,1141,170,N,0.544259422,358.3386076194284
UNIVERSITY PREPARATORY SCHOOL,Redding,Shasta,17,3,NA,1016,122,Y,0.188976378,187.6947507822943
UNIVERSITY PREPARTORY HIGH SCH,Visalia,Tulare,14,NA,NA,247,64,Y,0.720647773,194.42670579975552
UPLAND HIGH SCHOOL,Upland,San Bernardino,71,8,NA,2905,702,N,0.533218589,366.0774454189214
UPPER LAKE HIGH SCHOOL,Upper Lake,Lake,14,NA,NA,331,78,N,0.667673716,95.83815806150774
USC HYBRID HIGH COLLEGE PREP,Los Angeles,Los Angeles,28,6,3,527,130,Y,0.774193548,346.82157321611436
USC MEDIA & ENGINEERING MAGNET SCH,Los Angeles,Los Angeles,7,NA,NA,NA,NA,NA,NA,NA
VACAVILLE HIGH SCHOOL,Vacaville,Solano,44,9,4,2027,525,N,0.322150962,36.59538440506771
VALENCIA HIGH SCHOOL,Placentia,Orange,124,12,4,2424,578,N,0.558168317,369.5825975127999
VALENCIA HIGH SCHOOL,Valencia,Los Angeles,111,17,10,2258,618,N,0.118246236,314.16458105254884
VALHALLA HIGH SCHOOL,El Cajon,San Diego,44,4,NA,1845,534,N,0.489430894,463.7931496065303
VALLEJO HIGH SCHOOL,Vallejo,Solano,11,NA,NA,1193,297,N,0.66387259,16.689471609764222
VALLEY ACADEMY ARTS & SCIENCES,Granada Hills,Los Angeles,17,5,NA,794,207,N,0.64231738,325.95748882618363
VALLEY CENTER HIGH SCHOOL,Valley Center,San Diego,17,NA,NA,1094,281,N,0.616087751,432.5811125704363
VALLEY HIGH SCHOOL,Sacramento,Sacramento,48,5,NA,1629,426,N,0.692449355,60.438494269176104
VALLEY HIGH SCHOOL,Santa Ana,Orange,35,5,3,2077,500,N,0.775156476,376.4886639878417
VALLEY INTERNATIONAL PREP HS,Northridge,Los Angeles,9,NA,NA,276,77,Y,0.293478261,326.64679524101655
VALLEY VIEW HIGH SCHOOL,Moreno Valley,Riverside,48,4,NA,2784,682,N,0.605244253,393.13419684419847
VALOR ACADEMY HIGH SCHOOL,North Hills,Los Angeles,27,NA,NA,491,127,Y,0.83910387,328.62613274746155
VAN NUYS HIGH SCHOOL,Van Nuys,Los Angeles,83,20,11,2176,515,N,0.777113971,331.57256548177367
VANDEN HIGH SCHOOL,Fairfield,Solano,47,NA,NA,1619,369,N,0.253242742,32.47952862494923
VASQUEZ HIGH SCHOOL,Acton,Los Angeles,5,NA,NA,375,104,N,0.602666667,324.5026478413635
VAUGHN NEXT CENTURY LEARN CTR,San Fernando,Los Angeles,19,3,3,2738,165,Y,0.864499635,327.9134063091519
VENICE HIGH SCHOOL,Los Angeles,Los Angeles,129,27,14,2223,462,N,0.599640126,342.3019234616708
VENTURA HIGH SCHOOL,Ventura,Ventura,56,10,5,2036,489,N,0.355599214,299.2515692183167
VENTURE ACADEMY,Stockton,San Joaquin,12,NA,NA,1613,268,Y,NA,56.13786881744486
VERDUGO HILLS HIGH SCHOOL,Tujunga,Los Angeles,28,5,NA,1198,277,N,0.730383973,333.3748640345254
VICTOR VALLEY HIGH SCHOOL,Victorville,San Bernardino,28,3,NA,2169,483,N,0.804518211,360.04684539852263
VILLA PARK HIGH SCHOOL,Villa Park,Orange,54,9,5,2059,504,N,0.426906265,374.5605190381132
VILLAGE ACADEMY HIGH SCHOOL,Pomona,Los Angeles,5,NA,NA,NA,NA,NA,NA,NA
VINTAGE HIGH SCHOOL,Napa,Napa,35,7,3,1712,452,N,0.411214953,31.995111696921715
VISIONS IN EDUCATION,Carmichael,Sacramento,30,NA,NA,7009,1392,Y,0.498073905,76.3776539424325
VISTA DEL LAGO HIGH SCHOOL,Folsom,Sacramento,118,12,9,1750,465,N,0.051428571,82.84085875433742
VISTA DEL LAGO HIGH SCHOOL,Moreno Valley,Riverside,26,NA,NA,1953,420,N,0.707117256,393.8728597052451
VISTA HIGH SCHOOL,Vista,San Diego,29,5,NA,1896,499,N,0.645042194,427.2462315145793
VISTA MURRIETA HIGH SCHOOL,Murrieta,Riverside,52,7,NA,3382,823,N,0.340922531,410.453884293972
WALLIS ANNENBERG HIGH SCHOOL,Los Angeles,Los Angeles,18,3,NA,461,94,Y,0.911062907,347.64239403982253
WALNUT HIGH SCHOOL,Walnut,Los Angeles,179,20,15,2138,532,N,0.253507951,362.6740687793309
WARREN HIGH SCHOOL,Downey,Los Angeles,76,10,4,3471,741,N,0.586862576,356.5008786171468
WASCO UNION HIGH SCHOOL,Wasco,Kern,27,3,NA,1693,395,N,0.779090372,225.3273447504998
WASHINGTON HIGH SCHOOL,Fremont,Alameda,142,13,12,1901,455,N,0.249342451,26.440508670602757
WASHINGTON MIDDLE COLLEGE HS,West Sacramento,Yolo,5,NA,NA,149,35,Y,0.651006711,63.72317054164351
WASHINGTON UNION HIGH SCHOOL,Fresno,Fresno,14,3,NA,1115,256,N,0.739013453,159.93983478493544
WATERFORD HIGH SCHOOL,Waterford,Stanislaus,13,NA,NA,589,166,N,0.687606112,82.78362714860633
WATSONVILLE HIGH SCHOOL,Watsonville,Santa Cruz,59,6,3,2253,507,N,0.797603196,71.87880488722821
WEBER INSTITUTE OF APPLIED SCIENCES,Stockton,San Joaquin,18,NA,NA,344,96,N,NA,52.85712192435647
WEED HIGH SCHOOL,Weed,Siskiyou,6,3,NA,189,33,N,0.624338624,245.6698976441733
WEST ADAMS PREPARATORY HS,Los Angeles,Los Angeles,31,NA,NA,975,222,N,0.933333333,345.48442651011123
WEST CAMPUS HIGH SCHOOL,Sacramento,Sacramento,88,16,7,881,201,N,0.377979569,63.60880573107229
WEST COVINA HIGH SCHOOL,West Covina,Los Angeles,52,NA,NA,1811,467,N,0.602429597,358.2433338322826
WEST HIGH SCHOOL,Bakersfield,Kern,22,4,NA,2090,434,N,0.835406699,248.932345571797
WEST HIGH SCHOOL,Torrance,Los Angeles,111,15,11,1798,462,N,0.230812013,353.3242115928123
WEST HILLS HIGH SCHOOL,Santee,San Diego,25,4,NA,1515,370,N,0.254785479,455.7026106812228
WEST PARK HIGH SCHOOL,Roseville,Placer,54,5,3,1845,361,N,0.178319783,80.42710047117214
WEST RANCH HIGH SCHOOL,Valencia,Los Angeles,142,22,14,1843,495,N,0.117200217,314.9528226403945
WEST SHORES HIGH SCHOOL,Thermal,Riverside,5,NA,NA,513,80,N,0.863547758,474.37824935969815
WEST VALLEY HIGH SCHOOL,Hemet,Riverside,20,NA,NA,1818,402,N,0.759075908,410.8193549850371
WESTCHESTER ENRICHED SCIENCE MAGNET,Los Angeles,Los Angeles,24,6,NA,NA,NA,NA,NA,NA
WESTERN CENTER ACADEMY,Hemet,Riverside,22,NA,NA,741,77,Y,0.42780027,412.156132592302
WESTERN HIGH SCHOOL,Anaheim,Orange,18,3,NA,1667,440,N,0.737252549,367.3692108083382
WESTERN SIERRA COLLEGIATE ACAD,Rocklin,Placer,45,6,3,772,105,Y,0.14119171,83.21761172947667
WESTLAKE CHARTER HIGH SCHOOL,Sacramento,Sacramento,29,4,NA,NA,NA,NA,NA,NA
WESTLAKE HIGH SCHOOL,Westlake Village,Ventura,148,28,13,2010,532,N,0.176119403,320.61666370971295
WESTMINSTER HIGH SCHOOL,Westminster,Orange,72,14,6,2543,612,N,0.738891074,371.0123107340669
WESTMONT HIGH SCHOOL,Campbell,Santa Clara,107,4,NA,1726,400,N,0.290266512,44.2278455630772
WESTMOOR HIGH SCHOOL,Daly City,San Mateo,69,6,5,1256,331,N,0.337579618,17.93568686334067
WESTON RANCH HIGH SCHOOL,Stockton,San Joaquin,31,5,NA,1181,305,N,0.675698561,51.895804654930366
WESTVIEW HIGH SCHOOL,San Diego,San Diego,201,27,17,2186,622,N,0.1084172,444.5844535249509
WHEATLAND HIGH SCHOOL,Wheatland,Yuba,14,3,NA,1048,271,N,0.407442748,89.18920564173754
WHITNEY HIGH SCHOOL,Rocklin,Placer,71,11,7,1981,478,N,0.159515396,84.7493134553639
WHITTIER HIGH SCHOOL,Whittier,Los Angeles,42,NA,NA,1710,430,N,0.701754386,357.6306788749411
WILL C WOOD HIGH SCHOOL,Vacaville,Solano,29,NA,NA,1681,387,N,0.345627603,36.20794947015789
WILLIAM C OVERFELT HIGH SCHOOL,San Jose,Santa Clara,39,6,5,1367,347,N,0.520848574,44.2536148647032
WILLIAM HOWARD TAFT HS,Woodland Hills,Los Angeles,130,15,6,2236,466,Y,0.482110912,328.4910243202191
WILLIAM J PETE KNIGHT HIGH SCH,Palmdale,Los Angeles,41,5,NA,2520,728,N,0.600396825,329.3089716280478
WILLIAM S HART HIGH SCHOOL,Newhall,Los Angeles,60,6,5,1930,472,N,0.393782383,318.1323981344148
WILLIAM WORKMAN HIGH SCHOOL,City Of Industry,Los Angeles,15,NA,NA,773,174,N,0.73221216,359.0421810683206
WILLIAMS HIGH SCHOOL,Williams,Colusa,13,NA,NA,626,97,N,0.845047923,88.88614590592682
WILLOW GLEN HIGH SCHOOL,San Jose,Santa Clara,72,12,6,1580,380,N,0.328481013,44.78558308248372
WILMER AMINA CARTER HS,Rialto,San Bernardino,41,9,NA,2027,481,N,0.634435126,374.02086496038856
WINDSOR HIGH SCHOOL,Windsor,Sonoma,50,7,4,1638,392,N,0.321733822,55.33846881619674
WINTERS HIGH SCHOOL,Winters,Yolo,7,NA,NA,437,98,N,0.576659039,47.8146629689636
WISH ACADEMY HIGH SCHOOL,Los Angeles,Los Angeles,10,3,NA,264,63,Y,0.28030303,345.043286516168
WONDERFUL COLL PREP ACAD LOST HILLS,Lost Hills,Kern,5,NA,NA,538,22,Y,0.518587361,211.39186482707996
WONDERFUL COLLEGE PREP ACAD DELANO,Delano,Kern,23,4,3,1857,146,Y,0.683360258,221.80614914086937
WOODBRIDGE HIGH SCHOOL,Irvine,Orange,173,26,13,2224,585,N,0.241007194,382.4200875443037
WOODCREEK HIGH SCHOOL,Roseville,Placer,50,3,NA,1902,483,N,0.258675079,79.34085076389225
WOODLAKE HIGH SCHOOL,Woodlake,Tulare,8,NA,NA,668,154,N,0.752994012,200.7490009387384
WOODLAND HIGH SCHOOL,Woodland,Yolo,30,5,NA,1171,274,N,0.625960717,61.7057698509785
WOODROW WILSON HIGH SCHOOL,Long Beach,Los Angeles,114,16,8,1356,337,N,0.84660767,347.5930060657306
WOODROW WILSON HIGH SCHOOL,Los Angeles,Los Angeles,45,7,5,1356,337,N,0.84660767,347.5930060657306
WOODSIDE HIGH SCHOOL,Woodside,San Mateo,94,16,8,1646,459,N,0.27217497,29.735328540780657
YERBA BUENA HIGH SCHOOL,San Jose,Santa Clara,91,17,13,1621,364,N,0.493522517,44.26410531487468
YGNACIO VALLEY HIGH SCHOOL,Concord,Contra Costa,34,4,NA,1111,279,N,0.748874887,13.623923297753077
YORBA LINDA HIGH SCHOOL,Yorba Linda,Orange,86,8,3,1584,409,N,0.180555556,371.43283017239304
YOSEMITE HIGH SCHOOL,Oakhurst,Madera,7,NA,NA,557,133,N,0.47935368,148.85029495296374
YREKA HIGH SCHOOL,Yreka,Siskiyou,8,NA,NA,636,139,N,0.460691824,268.05834021564124
YUBA CITY HIGH SCHOOL,Yuba City,Sutter,29,4,3,1818,456,N,0.558855886,93.47671178716408
YUCAIPA SENIOR HIGH SCHOOL,Yucaipa,San Bernardino,20,NA,NA,2786,680,N,0.431442929,392.4002498470534
