"Current Season","Month","Numerator","Population","Jurisdiction","Estimate","Age_group_label","Legend"
"2025-26","DEC",,,"Arizona",,"50-64 years","2025-26, Arizona: 50-64 years"
"2022-23","DEC","419937","1937927","California","0.2167","5-8 years","2022-23, California: 5-8 years"
"2022-23","MAR","457510","1101476","Minnesota","0.4154","50-64 years","2022-23, Minnesota: 50-64 years"
"2022-23","OCT","31726","180044","North Dakota","0.1762","6 months to 17 years","2022-23, North Dakota: 6 months to 17 years"
"2024-25","DEC","113472","533562","Maine","0.2127","18-49 years","2024-25, Maine: 18-49 years"
"2022-23","APR","116805","414287","Ohio","0.2819","2-4 years","2022-23, Ohio: 2-4 years"
"2022-23","JUL","4","36586","Vermont","0.0001","13-17 years","2022-23, Vermont: 13-17 years"
"2022-23","JUN","605033","1000587","Maryland","0.6047","65+ years","2022-23, Maryland: 65+ years"
"2023-24","DEC","7969","23133","District of Columbia","0.3445","2-4 years","2023-24, District of Columbia: 2-4 years"
"2023-24","FEB",,,"Hawaii",,"6 months to 17 years","2023-24, Hawaii: 6 months to 17 years"
"2023-24","SEP","28663","482952","Utah","0.0593","50-64 years","2023-24, Utah: 50-64 years"
"2024-25","APR","104224","641693","Michigan","0.1624","13-17 years","2024-25, Michigan: 13-17 years"
"2024-25","FEB",,,"Chicago",,"18-49 years","2024-25, Chicago: 18-49 years"
"2024-25","FEB","556464","2363820","Arkansas","0.2354","18+ years","2024-25, Arkansas: 18+ years"
"2024-25","OCT","108829","831084","Louisiana","0.1309","50-64 years","2024-25, Louisiana: 50-64 years"
"2025-26","JUL","27","702221","North Carolina","0","13-17 years","2025-26, North Carolina: 13-17 years"
"2025-26","SEP","96066","2478400","Georgia","0.0388","6 months to 17 years","2025-26, Georgia: 6 months to 17 years"
"2022-23","JUL","7","69739","New Mexico","0.0001","2-4 years","2022-23, New Mexico: 2-4 years"
"2022-23","MAY","50900","324096","Alaska","0.1571","18-49 years","2022-23, Alaska: 18-49 years"
"2022-23","MAY","13865","32645","New Mexico","0.4247","6-23 months","2022-23, New Mexico: 6-23 months"
"2022-23","MAY","4867","30765","Wyoming","0.1582","9-12 years","2022-23, Wyoming: 9-12 years"
"2022-23","SEP","12411","92844","Colorado","0.1337","6-23 months","2022-23, Colorado: 6-23 months"
"2023-24","JUL","92","1688230","Texas","0.0001","5-8 years","2023-24, Texas: 5-8 years"
"2024-25","APR","45384","131815","Vermont","0.3443","50-64 years","2024-25, Vermont: 50-64 years"
"2022-23","NOV","23243","61485","Oregon","0.378","6-23 months","2022-23, Oregon: 6-23 months"
"2023-24","JAN","555006","2337523","Minnesota","0.2374","18-49 years","2023-24, Minnesota: 18-49 years"
"2023-24","JAN","262310","539392","Nevada","0.4863","65+ years","2023-24, Nevada: 65+ years"
"2023-24","MAR","126607","359390","Pennsylvania","0.3523","2-4 years","2023-24, Pennsylvania (excluding Philadelphia County): 2-4 years"
"2024-25","AUG","77","31917","New Mexico","0.0024","6-23 months","2024-25, New Mexico: 6-23 months"
"2024-25","NOV","1367011","8292104","California","0.1649","6 months to 17 years","2024-25, California: 6 months to 17 years"
"2025-26","OCT",,,"Vermont",,"18-49 years","2025-26, Vermont: 18-49 years"
"2023-24","DEC","155041","320540","New Jersey","0.4837","2-4 years","2023-24, New Jersey: 2-4 years"
"2023-24","FEB","9746","30357","District of Columbia","0.321","5-8 years","2023-24, District of Columbia: 5-8 years"
"2024-25","AUG","19","4839","N. Mariana Islands","0.0039","65+ years","2024-25, N. Mariana Islands: 65+ years"
"2024-25","DEC","217391","417649","Utah","0.5205","65+ years","2024-25, Utah: 65+ years"
"2024-25","JUL","24","168761","Pennsylvania","0.0001","6-23 months","2024-25, Pennsylvania (excluding Philadelphia County): 6-23 months"
"2024-25","JUN","109","1822","U.S. Virgin Islands ","0.0598","6-23 months","2024-25, U.S. Virgin Islands : 6-23 months"
"2024-25","NOV","48617","360233","Arizona","0.135","9-12 years","2024-25, Arizona: 9-12 years"
"2025-26","JUL",,,"Texas",,"5-8 years","2025-26, Texas: 5-8 years"
"2025-26","OCT",,,"West Virginia",,"5-8 years","2025-26, West Virginia: 5-8 years"
"2022-23","NOV","312603","1582502","New York City","0.1975","50-64 years","2022-23, New York City: 50-64 years"
"2023-24","FEB","145547","444334","New Jersey","0.3276","5-8 years","2023-24, New Jersey: 5-8 years"
"2023-24","SEP","110386","2273142","North Carolina","0.0486","6 months to 17 years","2023-24, North Carolina: 6 months to 17 years"
"2024-25","APR","257285","1318702","Arizona","0.1951","50-64 years","2024-25, Arizona: 50-64 years"
"2022-23","JUN","331521","754465","Louisiana","0.4394","65+ years","2022-23, Louisiana: 65+ years"
"2022-23","MAR","800","16717","Republic of Palau","0.0479","18+ years","2022-23, Republic of Palau: 18+ years"
"2022-23","SEP","1132","52991","Montana","0.0214","5-8 years","2022-23, Montana: 5-8 years"
"2023-24","AUG",,,"Kansas",,"50-64 years","2023-24, Kansas: 50-64 years"
"2023-24","DEC","22651","56246","Maine","0.4027","9-12 years","2023-24, Maine: 9-12 years"
"2024-25","APR","61893","204568","Delaware","0.3026","50-64 years","2024-25, Delaware: 50-64 years"
"2025-26","JUL","494","4634980","North Carolina","0.0001","18-49 years","2025-26, North Carolina: 18-49 years"
"2025-26","SEP",,,"Alaska",,"2-4 years","2025-26, Alaska: 2-4 years"
"2025-26","SEP",,,"New Hampshire",,"6-23 months","2025-26, New Hampshire: 6-23 months"
"2022-23","AUG","1462","204199","Illinois","0.0072","6-23 months","2022-23, Illinois: 6-23 months"
"2022-23","MAR","636672","2607633","California","0.2442","13-17 years","2022-23, California: 13-17 years"
"2022-23","OCT","38425","352637","Arizona","0.109","5-8 years","2022-23, Arizona: 5-8 years"
"2023-24","FEB","18971","28163","Philadelphia","0.6736","6-23 months","2023-24, Philadelphia: 6-23 months"
"2023-24","OCT",,,"Chicago",,"9-12 years","2023-24, Chicago: 9-12 years"
"2024-25","OCT","1520480","7143153","California","0.2129","50-64 years","2024-25, California: 50-64 years"
"2025-26","SEP",,,"West Virginia",,"13-17 years","2025-26, West Virginia: 13-17 years"
"2023-24","JAN","13591","49576","South Dakota","0.2741","9-12 years","2023-24, South Dakota: 9-12 years"
"2023-24","JAN",,,"Virginia",,"9-12 years","2023-24, Virginia: 9-12 years"
"2023-24","JUL","3","106182","New Mexico","0","9-12 years","2023-24, New Mexico: 9-12 years"
"2023-24","OCT","50543","393640","Delaware","0.1284","18-49 years","2023-24, Delaware: 18-49 years"
"2023-24","OCT","5739","35772","South Dakota","0.1604","2-4 years","2023-24, South Dakota: 2-4 years"
"2024-25","JAN","19209","89090","Philadelphia","0.2156","13-17 years","2024-25, Philadelphia: 13-17 years"
"2024-25","MAY","1891","3164","American Samoa","0.5977","9-12 years","2024-25, American Samoa: 9-12 years"
"2024-25","NOV","23206","287781","Oklahoma","0.0806","13-17 years","2024-25, Oklahoma: 13-17 years"
"2022-23","MAY","837723","2460975","Illinois","0.3404","50-64 years","2022-23, Illinois: 50-64 years"
"2024-25","OCT","13498","177622","Alabama","0.076","2-4 years","2024-25, Alabama: 2-4 years"
"2025-26","JUL","0","1481","Republic of Palau","0","13-17 years","2025-26, Republic of Palau: 13-17 years"
"2023-24","JUN","55097","453310","Montana","0.1215","18-49 years","2023-24, Montana: 18-49 years"
"2023-24","OCT","12504","17664","Maine","0.7079","6-23 months","2023-24, Maine: 6-23 months"
"2024-25","FEB","8613","22934","District of Columbia","0.3756","2-4 years","2024-25, District of Columbia: 2-4 years"
"2024-25","JUN","45256","204274","Montana","0.2215","50-64 years","2024-25, Montana: 50-64 years"
"2022-23","MAY","779643","2375591","Pennsylvania","0.3282","50-64 years","2022-23, Pennsylvania (excluding Philadelphia County): 50-64 years"
"2023-24","JUN","59972","308682","Missouri","0.1943","9-12 years","2023-24, Missouri: 9-12 years"
"2024-25","APR","77820","366100","South Dakota","0.2126","18-49 years","2024-25, South Dakota: 18-49 years"
"2024-25","JAN","171973","316785","New Jersey","0.5429","2-4 years","2024-25, New Jersey: 2-4 years"
"2025-26","SEP","5604","160824","Kentucky","0.0348","2-4 years","2025-26, Kentucky: 2-4 years"
"2022-23","APR","84897","362820","Arizona","0.234","9-12 years","2022-23, Arizona: 9-12 years"
"2023-24","OCT",,,"Massachusetts",,"6 months to 17 years","2023-24, Massachusetts: 6 months to 17 years"
"2025-26","JUL","432","4873374","Missouri","0.0001","18+ years","2025-26, Missouri: 18+ years"
"2022-23","APR","52766","198526","Oregon","0.2658","9-12 years","2022-23, Oregon: 9-12 years"
"2022-23","NOV",,,"Nebraska",,"6-23 months","2022-23, Nebraska: 6-23 months"
"2024-25","APR",,,"Chicago",,"6 months to 17 years","2024-25, Chicago: 6 months to 17 years"
"2024-25","MAY","154654","459006","New York City","0.3369","13-17 years","2024-25, New York City: 13-17 years"
"2025-26","DEC",,,"Chicago",,"6 months to 17 years","2025-26, Chicago: 6 months to 17 years"
"2023-24","JAN","0","4686880","Georgia","0","18-49 years","2023-24, Georgia: 18-49 years"
"2023-24","JAN","9171","53217","Montana","0.1723","5-8 years","2023-24, Montana: 5-8 years"
"2023-24","JUN","82246","110770","Connecticut","0.7425","2-4 years","2023-24, Connecticut: 2-4 years"
"2024-25","APR","70670","174513","New York State","0.405","6-23 months","2024-25, New York (excluding New York City): 6-23 months"
"2024-25","DEC","488470","1969441","Michigan","0.248","50-64 years","2024-25, Michigan: 50-64 years"
"2024-25","MAR","6713","16772","Vermont","0.4003","2-4 years","2024-25, Vermont: 2-4 years"
"2024-25","OCT","13514","55411","Iowa","0.2439","6-23 months","2024-25, Iowa: 6-23 months"
"2024-25","OCT","21348","228687","Kentucky","0.0934","9-12 years","2024-25, Kentucky: 9-12 years"
"2023-24","JAN","69201","136421","New York City","0.5073","6-23 months","2023-24, New York City: 6-23 months"
"2023-24","SEP","8338","287574","Utah","0.029","13-17 years","2023-24, Utah: 13-17 years"
"2024-25","MAY",,,"Massachusetts",,"50-64 years","2024-25, Massachusetts: 50-64 years"
"2024-25","SEP",,,"Virginia",,"9-12 years","2024-25, Virginia: 9-12 years"
"2022-23","FEB","44956","114864","Vermont","0.3914","6 months to 17 years","2022-23, Vermont: 6 months to 17 years"
"2022-23","FEB",,,"Chicago",,"18+ years","2022-23, Chicago: 18+ years"
"2022-23","JAN","576","20003","American Samoa","0.0288","18-49 years","2022-23, American Samoa: 18-49 years"
"2022-23","NOV","405913","1198122","Wisconsin","0.3388","50-64 years","2022-23, Wisconsin: 50-64 years"
"2023-24","OCT","279555","1139657","Maine","0.2453","18+ years","2023-24, Maine: 18+ years"
"2024-25","MAR","655077","1613747","New York City","0.4059","6 months to 17 years","2024-25, New York City: 6 months to 17 years"
"2024-25","NOV","128792","976518","Alabama","0.1319","50-64 years","2024-25, Alabama: 50-64 years"
"2024-25","SEP","8601","289544","Utah","0.0297","13-17 years","2024-25, Utah: 13-17 years"
"2025-26","OCT","17987","311969","Louisiana","0.0577","13-17 years","2025-26, Louisiana: 13-17 years"
"2025-26","OCT","219047","1831990","California","0.1196","5-8 years","2025-26, California: 5-8 years"
"2022-23","AUG","396","225823","Kentucky","0.0018","5-8 years","2022-23, Kentucky: 5-8 years"
"2023-24","AUG","21283","757949","Puerto Rico","0.0281","65+ years","2023-24, Puerto Rico: 65+ years"
"2024-25","OCT","123","37097","U.S. Virgin Islands ","0.0033","18-49 years","2024-25, U.S. Virgin Islands : 18-49 years"
"2024-25","OCT","7108","41672","North Dakota","0.1706","9-12 years","2024-25, North Dakota: 9-12 years"
"2025-26","OCT",,,"New York City",,"6-23 months","2025-26, New York City: 6-23 months"
"2022-23","MAY","41380","244450","Louisiana","0.1693","5-8 years","2022-23, Louisiana: 5-8 years"
"2023-24","APR","1008020","5296844","Illinois","0.1903","18-49 years","2023-24, Illinois: 18-49 years"
"2023-24","DEC","1319124","5249480","Indiana","0.2513","18+ years","2023-24, Indiana: 18+ years"
"2023-24","MAY","17204","79706","New Hampshire","0.2158","13-17 years","2023-24, New Hampshire: 13-17 years"
"2025-26","JUL","91","562842","Arkansas","0.0002","65+ years","2025-26, Arkansas: 65+ years"
"2022-23","FEB",,,"Hawaii",,"5-8 years","2022-23, Hawaii: 5-8 years"
"2022-23","FEB","643165","1115951","Indiana","0.5763","65+ years","2022-23, Indiana: 65+ years"
"2023-24","APR","2362311","7913876","Michigan","0.2985","18+ years","2023-24, Michigan: 18+ years"
"2023-24","AUG","2729","706514","New York State","0.0039","13-17 years","2023-24, New York (excluding New York City): 13-17 years"
"2023-24","JUN","1278609","7345068","Texas","0.1741","6 months to 17 years","2023-24, Texas: 6 months to 17 years"
"2023-24","OCT","98","8130","Marshall Islands","0.0121","50-64 years","2023-24, Marshall Islands: 50-64 years"
"2024-25","OCT","5819","66096","New Mexico","0.088","2-4 years","2024-25, New Mexico: 2-4 years"
"2022-23","MAY","2","6476","U.S. Virgin Islands ","0.0003","13-17 years","2022-23, U.S. Virgin Islands : 13-17 years"
"2023-24","SEP","7691","214476","Utah","0.0359","9-12 years","2023-24, Utah: 9-12 years"
"2024-25","FEB","407","22135","U.S. Virgin Islands ","0.0184","50-64 years","2024-25, U.S. Virgin Islands : 50-64 years"
"2024-25","JAN","63793","351964","Indiana","0.1812","5-8 years","2024-25, Indiana: 5-8 years"
"2024-25","MAR","6053","40563","Alaska","0.1492","9-12 years","2024-25, Alaska: 9-12 years"
"2025-26","JUL","0","17067","South Dakota","0","6-23 months","2025-26, South Dakota: 6-23 months"
"2022-23","JAN","115124","246660","Maine","0.4667","6 months to 17 years","2022-23, Maine: 6 months to 17 years"
"2022-23","JUL","156","1115951","Indiana","0.0001","65+ years","2022-23, Indiana: 65+ years"
"2022-23","SEP","429720","8529977","California","0.0504","6 months to 17 years","2022-23, California: 6 months to 17 years"
"2024-25","APR","45203","204274","Montana","0.2213","50-64 years","2024-25, Montana: 50-64 years"
"2024-25","JAN","76152","133833","North Dakota","0.569","65+ years","2024-25, North Dakota: 65+ years"
"2024-25","JUN","863","8276","Marshall Islands","0.1043","13-17 years","2024-25, Marshall Islands: 13-17 years"
"2024-25","NOV","468616","4517440","New York State","0.1037","18-49 years","2024-25, New York (excluding New York City): 18-49 years"
"2024-25","OCT","207","8363","Marshall Islands","0.0248","50-64 years","2024-25, Marshall Islands: 50-64 years"
"2024-25","SEP","97484","793190","Louisiana","0.1229","65+ years","2024-25, Louisiana: 65+ years"
"2022-23","MAR","99232","484967","Arizona","0.2046","13-17 years","2022-23, Arizona: 13-17 years"
"2023-24","JUN","2222975","8396714","California","0.2647","6 months to 17 years","2023-24, California: 6 months to 17 years"
"2023-24","NOV","466523","2367482","Wisconsin","0.1971","18-49 years","2023-24, Wisconsin: 18-49 years"
"2023-24","SEP","16679","277051","Colorado","0.0602","9-12 years","2023-24, Colorado: 9-12 years"
"2024-25","JAN","417103","1393059","Washington","0.2994","50-64 years","2024-25, Washington: 50-64 years"
"2024-25","JUN","24569","55411","Iowa","0.4434","6-23 months","2024-25, Iowa: 6-23 months"
"2024-25","MAR",,,"Chicago",,"13-17 years","2024-25, Chicago: 13-17 years"
"2024-25","MAR",,,"Hawaii",,"6 months to 17 years","2024-25, Hawaii: 6 months to 17 years"
"2022-23","DEC","74886","152474","New Jersey","0.4911","6-23 months","2022-23, New Jersey: 6-23 months"
"2022-23","DEC",,,"Virginia",,"6-23 months","2022-23, Virginia: 6-23 months"
"2022-23","JUL","1412","5974887","California","0.0002","65+ years","2022-23, California: 65+ years"
"2022-23","MAR","86770","334090","Idaho","0.2597","50-64 years","2022-23, Idaho: 50-64 years"
"2022-23","NOV","348294","1640857","Washington","0.2123","6 months to 17 years","2022-23, Washington: 6 months to 17 years"
"2022-23","OCT","1437947","22111352","Texas","0.065","18+ years","2022-23, Texas: 18+ years"
"2023-24","APR",,,"Kansas",,"18-49 years","2023-24, Kansas: 18-49 years"
"2023-24","DEC","4616","28163","Alaska","0.1639","2-4 years","2023-24, Alaska: 2-4 years"
"2023-24","FEB","1050442","2888218","Connecticut","0.3637","18+ years","2023-24, Connecticut: 18+ years"
"2022-23","DEC","360123","880590","Alabama","0.409","65+ years","2022-23, Alabama: 65+ years"
"2022-23","DEC","144471","227461","Philadelphia","0.6351","65+ years","2022-23, Philadelphia: 65+ years"
"2022-23","NOV","26540","215862","Oklahoma","0.1229","5-8 years","2022-23, Oklahoma: 5-8 years"
"2023-24","AUG",,,"Kansas",,"2-4 years","2023-24, Kansas: 2-4 years"
"2025-26","AUG",,,"U.S. Virgin Islands ",,"18-49 years","2025-26, U.S. Virgin Islands : 18-49 years"
"2025-26","SEP",,,"Hawaii",,"18-49 years","2025-26, Hawaii: 18-49 years"
"2022-23","APR","47122","115234","Arizona","0.4089","6-23 months","2022-23, Arizona: 6-23 months"
"2023-24","APR","77905","171876","New York State","0.4533","6-23 months","2023-24, New York (excluding New York City): 6-23 months"
"2023-24","DEC","40514","193798","Oregon","0.2091","9-12 years","2023-24, Oregon: 9-12 years"
"2023-24","JUN","74454","228708","Connecticut","0.3255","13-17 years","2023-24, Connecticut: 13-17 years"
"2024-25","AUG","0","2545","Marshall Islands","0","6-23 months","2024-25, Marshall Islands: 6-23 months"
"2024-25","JAN",,,"Nebraska",,"2-4 years","2024-25, Nebraska: 2-4 years"
"2024-25","JUL","0","191394","Oregon","0","9-12 years","2024-25, Oregon: 9-12 years"
"2022-23","APR",,,"South Carolina",,"50-64 years","2022-23, South Carolina: 50-64 years"
"2022-23","AUG","786","474701","Indiana","0.0017","13-17 years","2022-23, Indiana: 13-17 years"
"2022-23","JUN",,,"Chicago",,"9-12 years","2022-23, Chicago: 9-12 years"
"2022-23","SEP","68","5036","Federated States of Micronesia","0.0135","65+ years","2022-23, Federated States of Micronesia: 65+ years"
"2023-24","DEC","2036","29094","Marshall Islands","0.07","6 months to 17 years","2023-24, Marshall Islands: 6 months to 17 years"
"2023-24","JAN","109093","579681","Ohio","0.1882","9-12 years","2023-24, Ohio: 9-12 years"
